index,prediction,truth
2784405,fetch get a red very_dark giant ball,go fetch a red giant very_dark ball
2784546,go fetch a yellow very_dark large ball,fetch a large yellow very_dark ball
2784935,go fetch a purple giant dark ball,you must fetch a purple giant dark ball
2784979,you must fetch a giant very_dark red ball,go fetch a very_dark red giant ball
2785093,get a tiny dark red key,get a dark tiny red key
2785109,get a neutral red red ball,go get a red neutral small ball
2785211,fetch a tiny tiny neutral key,fetch a tiny neutral purple key
2785257,go fetch a giant blue neutral key,fetch a giant purple neutral key
2785270,get a tiny light grey key,go fetch a light grey tiny key
2785390,fetch a a grey dark medium ball,go fetch a dark medium yellow ball
2785399,go fetch a medium purple neutral key,get a purple neutral medium key
2785458,fetch a very_light large purple ball,get a large purple very_light ball
2785541,get a a purple dark tiny key,you must fetch a purple tiny dark key
2785685,fetch a very_light green large ball,go get a green large very_light ball
2785815,you must fetch grey neutral tiny ball,you must fetch a neutral grey tiny ball
2785969,get a light grey small ball,fetch a light grey small ball
2786005,fetch a light red medium key,go get a light red medium key
2786053,go fetch a neutral tiny blue ball,get a tiny light blue ball
2786055,get a tiny purple very_dark ball,fetch a very_dark purple tiny ball
2786261,get a large green light key,go get a light medium blue key
2786301,you must giant giant dark ball,go fetch a giant dark blue ball
2786369,go fetch a dark blue giant ball,go fetch a giant green dark ball
2786389,get a purple small small key,get a small purple light key
2786400,get a a medium very_dark green ball,go fetch a very_dark green medium ball
2786484,you must fetch a very_light yellow small key,get a very_light yellow medium key
2786552,you must fetch a blue tiny ball,go fetch a dark tiny blue ball
2786598,fetch a small grey very_dark grey,go get a grey small very_dark ball
2786604,go fetch a small grey neutral key,go get a small neutral grey key
2786818,go must fetch small small ball,fetch a blue small light ball
2786866,fetch a neutral small red ball,go get a small red neutral ball
2786892,go get a red very_dark giant key,fetch a red large very_dark key
2786948,fetch a giant green neutral key,get a giant green neutral key
2786993,go fetch a tiny green light key,fetch a tiny green light key
2787038,go get a neutral blue small ball,go fetch a blue neutral small ball
2787084,you must fetch a giant green very_dark key,you must fetch a very_dark giant green key
2787122,fetch a light small red ball,go fetch a small red neutral ball
2787177,fetch a fetch a red large dark key,get a large dark red key
2787192,fetch a grey medium grey key,go get a grey neutral small key
2787229,go get a medium light red key,get a green medium light key
2787249,go a green medium dark key,go fetch a medium green dark key
2787262,fetch a giant neutral blue ball,get a dark green giant ball
2787352,go fetch a small small grey ball,get a small neutral grey ball
2787535,go fetch a purple neutral giant key,fetch a purple neutral giant key
2787637,fetch a purple very_dark small ball,you must fetch a very_dark purple small ball
2787647,go a medium yellow very_dark ball,fetch a very_dark medium purple ball
2787787,get a grey tiny neutral ball,go get a neutral tiny grey ball
2788002,fetch a neutral blue medium ball,go fetch a neutral blue medium ball
2788056,you must fetch a giant purple very_dark ball,go fetch a very_dark giant purple ball
2788100,go get a grey medium dark ball,go get a dark grey medium ball
2788148,go get red medium light key,go fetch a medium light red key
2788151,fetch a very_dark small purple ball,go fetch a very_dark purple small ball
2788214,go get a giant green very_dark key,go get a dark green giant ball
2788358,get a blue light tiny ball,go get a light green tiny ball
2788401,get a tiny light purple ball,go fetch a light purple tiny ball
2788442,get a small grey light ball,go get a grey light small ball
2788484,go fetch a neutral giant red ball,fetch a giant red neutral ball
2788489,go fetch a purple medium very_dark ball,fetch a dark medium purple ball
2788498,go get a dark giant yellow ball,you must fetch a dark yellow giant ball
2788518,fetch a a green dark key,you must fetch a small green dark key
2788588,go fetch a large very_light purple ball,get a very_light large purple ball
2788665,fetch a large green dark key,you must fetch a dark large green key
2788714,get a blue small very_light key,get a very_light small blue key
2788734,fetch a a neutral tiny blue key,you must fetch a small blue light key
2788823,go get a yellow dark grey ball,fetch a grey giant neutral ball
2788861,you must fetch a tiny neutral green key,get a tiny green neutral key
2788875,go get a very_light medium blue key,go get a medium very_light blue key
2788889,fetch a large dark green ball,go fetch a red very_dark giant ball
2788937,fetch a neutral light medium key,you must fetch a light green medium key
2788944,go get a neutral blue medium ball,get a blue medium neutral ball
2788954,go get a light purple tiny ball,fetch a purple tiny light ball
2788965,go fetch a small light green ball,go get a green light small ball
2789069,go get a neutral purple tiny key,fetch a small blue neutral ball
2789173,you a giant very_dark purple key,go get a giant very_dark purple key
2789359,go get a purple neutral giant ball,go fetch a neutral giant purple ball
2789404,fetch a giant blue very_dark ball,get a blue very_dark giant ball
2789564,you must fetch a very_dark small very_dark ball,go get a grey very_dark small ball
2789675,fetch a small small light key,fetch a green light small key
2789712,fetch a very_light medium red key,go fetch a very_light medium red key
2789763,fetch fetch a grey light medium key,go get a medium grey light key
2789767,fetch fetch small small very_dark key,get a very_dark small purple key
2789811,go get a very_dark grey ball,fetch a tiny very_dark yellow ball
2789982,go get a red medium dark ball,go fetch a medium dark green ball
2790471,go get a purple large dark key,get a purple dark large key
2790590,get a tiny dark red ball,get a tiny red dark ball
2790662,fetch a small very_light very_light key,get a small very_light green key
2790669,get a blue light tiny ball,go fetch a tiny light green ball
2790845,get a tiny a small green green key,go fetch a very_dark green small ball
2790914,go a grey grey giant neutral ball,go fetch a neutral giant grey ball
2791001,you a blue medium neutral ball,get a blue neutral medium ball
2791059,get a very_light medium red key,go get a light medium green key
2791247,fetch a fetch a dark purple tiny ball,fetch a purple dark tiny ball
2791319,fetch a blue neutral giant ball,fetch a giant neutral blue ball
2791334,fetch a blue very_light tiny ball,go get a blue tiny light ball
2791351,go fetch a a blue medium neutral key,fetch a neutral purple medium key
2791579,go get a dark green large key,go fetch a green large dark key
2791747,get a giant red very_light key,you must fetch a giant red very_light key
2791783,go fetch a yellow small ball,go get a small grey light ball
2791866,fetch a green large large key,you must fetch a large green very_dark key
2791887,fetch a very_dark green small ball,go fetch a small green very_dark ball
2792051,go fetch a green very_light small key,go fetch a green small very_light key
2792074,fetch a blue light medium key,get a green light medium key
2792197,fetch a blue light small key,go fetch a small blue light key
2792299,fetch a a dark green giant ball,go fetch a giant dark green ball
2792462,you must fetch neutral small green key,go fetch a green neutral small key
2792719,go get a tiny neutral blue key,you must fetch a tiny blue neutral key
2792841,you must fetch a large purple very_dark key,you must fetch a large purple very_dark key
2792893,fetch a large neutral blue ball,fetch a blue medium neutral ball
2792913,you must fetch a tiny dark grey ball,you must fetch a dark tiny grey ball
2792966,fetch a yellow giant light key,you must fetch a yellow light giant key
2793260,you a grey tiny very_dark ball,go fetch a tiny very_dark grey ball
2793297,fetch a grey small neutral ball,go get a grey small neutral ball
2793304,fetch a a yellow tiny key,go fetch a tiny purple dark key
2793349,fetch a grey very_light tiny ball,get a tiny grey very_light ball
2793833,you must fetch a blue large dark key,get a large dark blue key
2794063,go fetch a grey large neutral key,fetch a grey large neutral key
2794116,get a purple giant neutral key,go fetch a giant neutral purple key
2794175,go fetch a small purple very_light ball,go get a blue very_light small ball
2794274,go fetch a grey small key,go get a grey neutral small key
2794325,go fetch a neutral red medium ball,you must fetch a light medium red ball
2794409,you must fetch a light medium red key,go get a medium red light key
